id,Title,areaOfStudy,Description,Faculty,level,corequisites,delivery_method,credits,maxenrollment,learning_outcomes,coursecode,Status,is_this_a_full-term_course_or_a_module_or_seven_week_course,coursetime_open,time_choice_0,time_choice_1,time_choice_2,time_choice_3
24125,Sustainable Agriculture: Advanced Projects,,"<span style=""font-weight: 400;"">This course is for students who are doing advanced work in Sustainable Agriculture or community engagement work. Students will create an individual project developing project management skills that include planning, research, development, and implementation. The students will have the opportunity to collaborate with a community partner and will present their completed project at the end of term. A small project budget will be provided supported by The Bennington Fair Food Initiative grant.</span>",Kelie Bowman,4000-level,,Fully in-person,2,6,"1. A deeper understanding of project management and development.
2. Collaborate on improving processes of organic, small scale vegetable farming through hands-on learning at the Purple Carrot Farm. 
3. Experience developing an individual project with the farm or a community collaboration.
4. Learn and strategize how to create regenerative and resilient communities increasing resilience to climate change and support just food systems.
",APA4170.01,publish,Full-term,,,,M 3:40PM -5:30PM,
24137,Teaching Languages and Cultures K-6,CSL,"Early exploration of foreign languages and cultures is a powerful tool towards antiracism, social justice, and intercultural understanding. In this course, students will gain a basic understanding of language and culture teaching to young children. Discussions with local teachers and language acquisition experts will provide a professional perspective on the course content. Students will be required to teach or co-teach a language (Chinese, English as a New Language, French, Japanese, Spanish, Swahili, Vietnamese, etc.) and promote cultural understanding in their lessons. Students will either teach at a local elementary school or to local community members.

Students will explore theories and pedagogical techniques, develop lesson plans and curricular units, and implement them in class. Students will create, share, and assess their peers’ learning units. This course, taught in English, is applicable to the teaching of all languages and cultures. As part of the course, students will teach in an elementary school or to local community members.",Noëlle Rouxel-Cubberly & Ikuko Yoshida,2000-level,,Fully in-person,4,20,"- Language acquisition theory (basic understanding)
- Lesson plan and curriculum design for the language and culture classroom
- Experience teaching language and culture
- Reflecting on DEI and antiracism in the language and culture classroom
",EDU2151.01,publish,Full-term,,M/Th 10:00AM - 11:50AM,,,
23261,"Ten Decades, Ten Exhibitions: Art Narratives of the Twentieth Century",,"<div class=""page"" title=""Page 1"">
<div class=""section"">
<div class=""layoutArea"">
<div class=""column"">

This introductory course considers exhibitions that have shaped scholarly and popular conceptions of twentieth-century Western art history. Readings, films, discussions and interactive lectures address styles and ideas within the context of the art spectacle or “show.” Starting with the Armory Show of 1913, we examine art-world machinations as part of economic, political and social shifts. How did players and institutions, from curators and collectors to politicians and the press, combine to elevate certain artists and exhibitions to fame or notoriety? Parallel to looking critically at popular narratives, we examine lesser-known yet equally significant stories and perspectives in the scope of art history. Exhibitions selected for each decade build on each other to give students a cumulative understanding of modernism and postmodernism and sub-movements within them such as Dada, Abstract Expressionism, Minimalism, Pop, Conceptual Art, appropriation, identity politics, and institutional critique.

</div>
</div>
</div>
</div>",Anne Thompson,2000-level,,Fully in-person,4,18,,VA2226.01,publish,Full-term,,M/Th 10:00AM - 11:50AM,,,
23941,Tessellation,,"This course is an introduction to tessellation, also known as space filling, or packing. Through drawing exercises on various grids (which also happen to be tessellations) we will learn about edges and vertices, moving to regular, semi-regular, and edge tessellation among others, eventually proceeding from planar tiling to packing in three dimensions. Tessellation is a spatial strategy with a wide range of practical uses ranging from patternmaking, scaling, and modular construction to notching, attachment methods, and approximation. The coursework focuses on tessellation as it is deployed by artists, and our engagements with the subject will be mostly visual. Some basic algebra and geometrical concepts will be involved, but we will not cover the topic in great mathematical detail. In addition to reading about the Timurid dynasty Topkapı pattern scroll, we will study more recent work by artists who use tessellation practically, and metaphorically (usually both). This is an introductory drawing and design course, and students with an interest in patternmaking and identifying (in any discipline) are encouraged to apply. There will be a plenty of drawing by hand, reading assignments, and we will practice achieving scale with a combination of small parts.",Farhad Mirza,2000-level,,Fully in-person,4,12,"1. To gain a basic understanding of what tessellation means in two dimensions.
2. To identify tessellation in historic and contemporary art
3. Learning to tile as a way to create large images out of smaller parts
4. Learning how to leverage the benefits of the grid and to be cognizant of its limitations
5. Seeing the metaphorical and symbolic potential of repetition and systematic transformation",DES2105.01,publish,Full-term,,,Tu 8:30AM - 12:10PM,,
23200,The Art of Losing: Composing and Editing Dances and Writing,,"<p class=""p1"">In this course, students will focus on composition in both writing and in dance with a particular focus on editing. This course is designed for students interested in excavating and investigating their patterns and tendencies and interested in the rigor of crafting a work for public reception. We will explore the effect of removing materials. What space is created through omission? How can practicing loss serve our work?</p>
<p class=""p1"">Students are expected to make new movement and written material during classtime, teach some of the work to others, and, in return, learn material from others. They will show their studies regularly and respond to the work of classmates. We will learn respectful modes of communication and feedback and expect all members of class to be gracious in both giving and receiving feedback.</p>","Londs Reuter, MFA Teaching Fellow",4000-level,"Dance or Drama Lab Assignment if students are registered for 4 or more credits in designated dance courses.
",Fully in-person,2,12,"- Learn to articulate, verbally and somatically, what one notices

- Attend to detail, tone, and sequence

- Develop short works that demonstrate capacity to generate, foster, and edit

- Sense the difference between creation and analysis and when each should be prioritized
",DAN4372.01,publish,Full-term,,,,W 2:10PM - 4:00PM,
24452,The Big Picture: Stewarding Artists’ Legacies (FWT Course),,"What forces and individuals contribute to shaping an artist’s legacy? What happens to all of the objects, materials, and correspondence that artists create during their lifetime? What is a catalogue raisonné?

This one-credit remote module will introduce students to the nascent field of artist-endowed foundations, and invite the consideration of philosophical and creative questions, while simultaneously offering practical knowledge applicable to future professional opportunities.

Readings will include selections from the recent publications Artist, Authorship, and Legacy and Creative Legacies: Artist’s Estates and Foundations, and will address such themes as
<ul>
 	<li style=""list-style-type: none;"">
<ul>Authorship and authority</ul>
</li>
</ul>
&nbsp;
<ul>
 	<li style=""list-style-type: none;"">
<ul>Value and valuation, markets and collecting</ul>
</li>
</ul>
&nbsp;
<ul>
 	<li style=""list-style-type: none;"">
<ul>The development, maintenance, and use of archives</ul>
</li>
</ul>
&nbsp;
<ul>
 	<li style=""list-style-type: none;"">
<ul>Bringing historical art into dialogue with contemporary culture</ul>
</li>
</ul>
&nbsp;
<ul>
 	<li style=""list-style-type: none;"">
<ul>The artist and their work in relationship to assistants, curators, historians, archivists, gallerists, and collectors</ul>
</li>
</ul>
&nbsp;
<ul>The roles that exhibitions, sales, institutional placements, research, writing, publication, and philanthropy play in shaping an artist’s legacy</ul>
This course will be conducted remotely over Field Work Term, using both synchronous and asynchronous methods. Synchronous meeting times will be determined in consultation with the enrolled students.

This course will appear on your spring schedule and your spring tuition will cover the cost of the course. (However, students who complete the course but do not, for whatever reason, enroll in the spring 2025 term will be billed for the course based on the per credit tuition fee ($2725).)

Students must be enrolled in at least 13 credits (inclusive of this course) for the spring term. This is a credit bearing course and therefore cannot count towards the hourly requirements for Field Work Term. FWT requirements are the priority and any conflicts with the synchronous portions of this course will mean that one is not eligible to take the course.",Elizabeth White,4000-level,,Fully remote,1,12,"In this course, students will:
-Inquire into the forces and individuals that contribute to shaping an artist’s legacy
-Research their own questions in relation to the themes of the course
-Engage with their peers and with the field of artist-endowed foundations
-Communicate effectively through speaking, listening, and writing",VA4406.01,publish,,,,,,
23013,The Body Speaking,,"<span style=""font-weight: 400;"">This class incorporates speaking, language, sounding and scoring as activities that can be integrated with movement in complex and novel ways, through both structured and improvisatory practices. </span>

<span style=""font-weight: 400;"">Through these practices, we will access the expressive and artistic possibilities of sound and language as an extension of the body. Additionally, we will look at the work of contemporary artists who engage with language and body-generated speaking and sounding as part of their artistic work. Students will gain skills, confidence and a deeper understanding of these modes of expression and have opportunities to engage them through the development of their own original work in collaborative and individual projects. Also, in order to extend this work further into a multidisciplinary practice, we will spend several sessions working with the students of Kyoko Kitamura’s </span><i><span style=""font-weight: 400;"">Composing for Improvisers</span></i><span style=""font-weight: 400;""> course. </span>

<span style=""font-weight: 400;"">This course presents an opportunity for students interested in movement, acting, singing, music and sound composition, and other forms, to explore this rich area of artistic research in an interdisciplinary context. Lastly, the course considers how written language/scoring, the voice and the body create meaning in distinct ways, and thus offers tools to utilize these resources with increased sensitivity, nuance and depth. All levels of experience with moving, speaking and sounding are welcome.</span>

<span style=""font-weight: 400;"">Students are expected to participate fully in class sessions and discussions. Attendance is important due to the practice-based nature of this course. Video viewings and light readings will take place outside of class time, as well as devising short individual and group performance studies based on class materials. Students will create a final performance project employing course tools and concepts at the end of the course.</span>

<br style=""font-weight: 400;"" /><br style=""font-weight: 400;"" />",Levi Gonzalez,2000-level,Dance or Drama Lab Assignment if students are registered for 4 or more credits in designated dance courses.,Fully in-person,4,20,"Students will:
-gain practical experience and confidence improvising with movement, spoken word, and sound as a studio practice, a compositional practice and a mode of performance.
-be exposed to artistic work from a variety of traditions and cultural perspectives that incorporate language, speech and vocals.
-learn about the history of the usage of scores in contemporary dance practices and develop their own original scores for their work.
-develop strategies to engage collaboratively with their peers. 
-understand how movement, language and sound communicate meaning differently and explore how layering the two can enrich/enliven/complexify our creative practice.
",DAN2352.01,publish,Full-term,,Tu/F 4:10PM - 6:00PM,,,
24622,The Curatorial: Your Top Ten,,"This class explores curatorial thinking through the process of compiling a Top Ten, a media staple that invites cultural producers to discuss ten things they like or recommend. Creating a Top Ten, like curating, involves making selections within parameters including (but not limited to) history, context, aesthetics, politics, style and preference. A good Top Ten is a cohesive presentation of a person’s singular point of view, an aggregation of elements that traverse medium and genre yet cohere as a group. In approaching the Top Ten format, students start by considering their own interests and what connects them. A sequence of readings, lecture-driven discussions, peer workshops and research-driven writing and presentation assignments leads them to expand and refine their pool of choices as they explore new ideas. Areas of research can range from pop culture to art history, from the College campus to the local Goodwill, from fashion and cinema to social media and YouTube. As themes emerge and potential choices multiply, students think critically to eliminate as well as select as they hone perspective to “curate” a personal Top Ten as their final project.",Anne Thompson,2000-level,,Fully in-person,2,18,"_gain understanding of “style” as both a cultural concept and personal philosophy
_learn to think deeply and critically about personal interests and preferences
_investigate the Top Ten format as an entrée to curatorial thinking
_have serious fun exchanging information and recommendations with peers to
explore and widen your sphere of interests
_discover new reference points, from a range of media and cultural arenas, for your
activities outside the class
_learn to edit your ideas to create a grouping that expresses variety yet is also
coherent",VA2230.01,publish,1st seven weeks,,M/Th 1:40PM - 3:30PM,,,
23968,The Global Music Classroom,,"<span data-sheets-root=""1"" data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;This course will introduce students to several methods for incorporating diverse global music practices into the general music classroom. Geared toward K-12 music education, our course will combine experiences in music, cultural understanding, and culturally sensitive pedagogical strategies. We will listen actively, sing, dance, play instruments, and discuss the sociocultural and sociohistorical contexts of the cultures whose music we are studying. We will think about world music pedagogy as a bridge connecting students to people different from themselves and the role of the music educator in building intercultural understanding and mutual respect through teaching diverse forms of musical knowledge and skills. Hands-on music activities will be tailored for use at various educational levels, from early elementary through high school and community participants of all ages. The class will introduce students to some key principles of teaching and learning in the General Music classroom and students will build experience in crafting lesson plans on the topics of the class and teaching them to each other. Throughout the semester, we will cover a wide range of music practices from Latin America, The Middle East, Asia, Africa, Europe, Oceania, and the indigenous and diasporic populations of the United States. Although reading music notation is not a requirement in this course, a degree of musical knowledge and experience playing an instrument or singing will be helpful. \n\nPrerequisite: Students should submit a statement of interest to the instructor via email: josephalpar@bennington.edu. &quot;}"" data-sheets-userformat=""{&quot;2&quot;:12801,&quot;3&quot;:{&quot;1&quot;:0},&quot;12&quot;:0,&quot;15&quot;:&quot;Calibri&quot;,&quot;16&quot;:10}"">This course will introduce students to several methods for incorporating diverse global music practices into the general music classroom. Geared toward K-12 music education, our course will combine experiences in music, cultural understanding, and culturally sensitive pedagogical strategies. We will listen actively, sing, dance, play instruments, and discuss the sociocultural and sociohistorical contexts of the cultures whose music we are studying. We will think about world music pedagogy as a bridge connecting students to people different from themselves and the role of the music educator in building intercultural understanding and mutual respect through teaching diverse forms of musical knowledge and skills. Hands-on music activities will be tailored for use at various educational levels, from early elementary through high school and community participants of all ages. The class will introduce students to some key principles of teaching and learning in the General Music classroom and students will build experience in crafting lesson plans on the topics of the class and teaching them to each other. Throughout the semester, we will cover a wide range of music practices from Latin America, The Middle East, Asia, Africa, Europe, Oceania, and the indigenous and diasporic populations of the United States. Although reading music notation is not a requirement in this course, a degree of musical knowledge and experience playing an instrument or singing will be helpful.</span>

&nbsp;",Joseph Alpar,4000-level,,Fully in-person,4,15,"1. Build familiarity with several music cultures through active listening, performance, and readings.
2. Participate in music activities tailored to particular age groups in K-12 general music settings.
3. Develop strategies and lesson plans for teaching music of the world's cultures to K-12 students.  ",EDU4403.01,publish,Full-term,,M/Th 3:40PM - 5:30PM,,,
22772,The Hand as Tool,,"Clay responds directly to touch, retains memory and is forced through the dynamic process of firing to fix a point in time. This class will introduce students to a variety of hand-building techniques to construct sculptural and/or utilitarian forms. Students will develop their skills by practicing techniques demonstrated in class. Through making, students' skills will increase, granting more confidence, and allowing more control over the objects they wish to realize.",Anina Major,2000-level,,Fully in-person,4,12,"• Establish technical proficiency in hand building processes to produce a finished ceramic object
• Comprehension of the materials, equipment and studio procedures for working with clay
• Develop critical thinking and problem-solving skills to successfully navigate from preparatory sketches/activities through completed ceramic projects
• Understand and utilize standard vocabulary to effectively verbally analyze completed ceramic project clearly
• Ask meaningful questions, identify ideas and issues, and be able to actively participate in a critical dialogue
• Recognize their shared responsibility in cultivating an engaging, respectful, and productive learning community",CER2317.01,publish,Full-term,,,W 8:30AM - 12:10PM,,
22910,The Latin American Short Story,,"Along with intermittent textual analysis and some socio-historical context, the intention is to obsess over the ideology of that most lauded of genres, the Latin American short story, from modernismo to its contemporary forms. Students will develop their oral and written skills, progressing from paragraph-level exposition to imitation to an initial defense of ideas. The course should also provide contextual support for future studies in Spanish, not to mention other fields. Low-intermediate level. Conducted in Spanish.",Jonathan Pitcher,4000-level,,Fully in-person,4,12,"Objetivos cognitivos:
Localizar, valorar y criticar el discurso del cuento en varios contextos
Establecer sus propias relaciones entre los materiales más allá de la manipulación excesiva del profesor
Entender la relación entre la historia y la ficción
Mejorar la sofisticación del español (a través de hablar, leer, y escribir)
Objetivos lingüísticos:
Mejorar la gramática (basándose en lo que ya aprendieron durante el primer año y medio) Enriquecer el vocabulario
Elaborar la explicación, el discurso retórico, la ficción, y la composición Aprender a desarrollar una trama y/o un argumento coherente
",SPA4006.01,publish,Full-term,,M/Th 3:40PM - 5:30PM,,,
24094,The Lives of Wives,,"This literature survey is designed to engage with the figure of the wife. We’ll read 20<sup>th</sup> century writing by authors whose fame was at the time eclipsed by their husbands and partners. We will approach them as writers, thinkers, and activists in their own right, before turning to where their creative and intellectual work meets their conscription in a system of gendered labor. That is, how was these writers’ work influenced by their role as wives? We’ll consider how heteropatriarchal notions about relationship roles extended to the framing and reception of their work. Four of the texts on our reading list are memoir or autobiography: how do gender and sexual roles influence writers choice of form (or rather, what forms were palatable to audiences and publishers)?

We will also be thinking about how race, language, and cultural context influence the idea of the wife. What happens when we apply a wifely optic to queer and trans relationships (e.g. such as those between Etel Adnan and Simone Fattal, Claude Cahun and Marcel Moore, and Leslie Feinberg and Minnie Bruce Pratt).

Readings may include excerpts from the following texts or by the following authors:

<em>Hope Against Hope: A Memoir</em>, Nadezhda Mandelstam, translated by Max Hayward (1970, first circulated in samizdat edition in 1960s)
<em>What is Remembered</em>, Alice B. Toklas (1963)
<em>Strange Big Moon: Japan &amp; India Journals 1960-1964</em>, Joanne Kyger
<em>Meaning a Life: An Autobiography</em>, Mary Oppen (1978)
<em>The Great Camouflage: Writings of Dissent</em>, Suzanne Césaire
Etel Adnan &amp; Simone Fattal
Claude Cahun &amp; Marcel Moore
Leslie Feinberg &amp; Minnie Bruce Pratt
Audre Lorde &amp; Gloria Ida Joseph
Cherríe L. Moraga and Celia Herrera Rodríguez",Zoe Tuck,4000-level,"Students are required to attend all Literature Evenings and Poetry at Bennington events this term, commonly held at 7pm on most Wednesday evenings.",Fully in-person,4,15,"To engage with the work of 20th century writers, visual artists, and activists.
To situate these makers in their society and their artistic milieu.
To introduce and delve into conversations around reproductive, emotional, and care labor.
To practice feminist analysis complicated by considerations of race, class, nationality, culture, and gender.
To research and write either by going deep into a single text, author, or artist, or reading across multiple writers to produce an analysis applicable to a broader group.",LIT4600.01,publish,Full-term,,,W 2:10PM - 5:50PM,,
23765,The Magic of Adolescence,,"<p style=""font-weight: 400;"">Adolescence sometimes has a bad reputation—teens are often seen as impulsive, hormonal, irresponsible beings who talk back, do drugs, have risky sex, and drive too fast. In this class, we will flip this belief. Backed by the science of adolescent brain development, we will discuss adolescence as a time of malleability, social engagement, resilience, identity development, emotional spark, and creativity. We will discuss the causes and drawbacks of adolescent risk taking, but also the benefits of risk taking to facilitate identity development and social relationships. We will discuss how the adolescent experience is influenced by culture and policies.</p>",Emily Waterman,4000-level,,Fully in-person,4,15,"1: Students will be able to describe adolescence as a unique developmental period with its own strengths and weaknesses, moving beyond the view of adolescents as simply not yet mature.
2: Students will be able to form their own opinions on policy debates related to adolescents (for example, voting age or high school start times) and communicate those opinions in writing and verbally.
3: Students will be able to apply their knowledge of adolescent development to better promote their own development and/or the development of the adolescents in their lives.
",PSY4380.01,publish,Full-term,,M/Th 10:00AM - 11:50AM,,,
22883,The Music of J.S.Bach,,"This course is intended for those who want to learn about Bach's music, whether or not they read music or have studied music before. Those who can study the musical and theoretical aspects of Bach's beautiful work will be encouraged to do so, and those who can approach it from historical, philosophical, scientific, or poetic point of view will be encouraged to do that. Accordingly there are no prerequisites. The intention is for everyone to learn more about music.

The structure of the course is roughly chronological, with the first classes providing an overview of Bach’s life and times, and the remaining classes emphasizing important works from his different phases. There are weekly listening assignments and a number of readings. The students are expected to keep a journal in which they record concise responses to them. Over the course of the term they are also expected to prepare brief assigned oral presentations on subjects related to Bach that are not covered in the readings (for example Baroque instruments, or composers who influenced Bach such as Vivaldi, Telemann, or Buxtehude) and to write two six-page papers. In the final classes the students perform or present small original creative projects inspired by Bach.",Allen Shawn,2000-level,,Fully in-person,4,20,"Enhanced understanding and appreciation for Bach's music, and for music generally
Development of research skills
Improved writing skills",MHI2177.01,publish,Full-term,,M/Th 10:00AM - 11:50AM,,,
22999,The Puppet Project,,"Part performance, part design, part construction, this class will center around the creation of characters, fabricating them, and then bringing them to life.

We will also explore an overview of the history and use of puppets in storytelling and different forms of puppet performance. We will also look at different Puppetry practitioners practicing today.

Although we will discuss large scale, mixed media design work and practitioners, this class will center around soft goods, smaller scale puppetry

The class will culminate with students presenting a 1-2min performance with their created character/puppet.

Grading will be on class participation, design and execution, and how the student works to be able to bring their puppet to life.

Course includes a fee.",Tilly Grimes,4000-level,,Fully in-person,4,10,"- Learn/refine character design
- Learn/refine sewing and craft skills
- Learn/refine performance skills and animation of puppet
- Experience designing a character and giving it physical form and movement
- Articulate supportive criticism &amp; communication
",DRA4244.01,publish,Full-term,,,W 8:30AM - 12:10PM,,
24444,The Return of All Things,,"In The Return of All Things, we are activated to investigate the Bennington College Archive as source material for the creation of sound works. These new works can take on a multitude of forms including collaborative cross-media projects, improvisations, variously notated compositions, radio plays, or installations. We will look at other ways in which the archeological dig of archival research has served as an important jumping off point for several artists... including poet Susan Howe and The Telepathy of Archives and the explorations of movement artists Ralph Lemon and Jennifer Monson with their ideas of the body as an archive.

We will discuss how found materials can generate new work and specifically be able to articulate what about these works inspire us and how we are able to metabolize and respond to these found histories to move forward creatively. Throughout the semester we will share the development of our projects with our classmates and periodic assignments will help to focus our process. You will be asked to submit documentation for your final project and present it to the class.",Zeena Parkins,2000-level,,Fully in-person,2,12,"-develop research skills
-articulate your creative process
-critical thinking
-have distinctive creative ideas and the ability to realize them successfully
-be able to effectively collaborate with other members of the class in producing and presenting composition projects. ",MUS2031.01,publish,Full-term,,,,Tu 10:30AM - 12:20PM,
23242,"The Scriptorium: Multiverses, Utopias, and Dreamscapes, Oh My!",,"The Scriptorium, a “place for writing,” is a class for writers interested in improving their critical essay-writing skills. We will read to write and write to read. Much of our time will be occupied with writing and revising—<em>essai</em> means “trial” or “attempt”—as we work to create new habits and productive strategies for analytical writing. As we write in various essay structures with the aim of developing a persuasive, well-supported thesis statement, we will also revise collaboratively, improve our research and citation skills, and study grammar and style. We will strive for clarity, concision, and expressiveness as we read and respond to a variety of historical and contemporary texts.

This Scriptorium is about world-building: multiverses, utopias, dystopias, alternative realities, dreamscapes. Why have so many creators—not just in our time but across the centuries—been drawn to the idea of world-building? What do fictional worlds say about our own? Conversely, what do they offer that cannot be found anywhere else? We will voyage across worlds portrayed in novels, short stories, films, and video games. Our readings and media may include primary works by Ursula Le Guin, N.K. Jemisin, Octavia Butler, Kazuo Ishiguro, Jonathan Swift, Jason Roberts, Daniel Kwan and Daniel Scheinert, Samuel Johnson, Alice Munro; and critical texts by Jenny Odell, Dipesh Chakrabarty, Benedict Anderson, Lauren Berlant, and Dora Zhang.",Alex Creighton,2000-level,,Fully in-person,4,15,"Broadly speaking, this class will teach you how to engage with the discipline and practice of critical essay-writing. This breaks down into more specific learning outcomes, which are as follows:
*	The Power of World-Building. You will read and analyze a range of texts connected to the theme of world-building, thinking about how those worlds do and distinctly do not reflect realities of our own. 
*	Writing and Revision. You will practice the skills that come with writing insightful essays, including analyzing texts, weaving analysis into an argument, writing thesis statements and topic sentences, and finding a compelling structure for your ideas. You will also practice grammar and revision skills that help you express those ideas with clarity and precision.
*	Working with Critical Sources. You will learn to research online and in Crossett Library, read and annotate critical sources, and put sources in conversation with your own ideas and with other criticism.
*	Collaboration. You will learn to be astute readers of and respondents to one another’s writing. You will participate in helping create a supportive and inclusive writing community where we all learn from each other.

",WRI2163.01,publish,Full-term,,M/Th 1:40PM - 3:30PM,,,
23473,The Sins of Nature: The Dark Side of Animal Behavior,,"<div>

Nature is often violent and unforgiving, but few understand the extent to which animals engage in behaviors that, if judged by human ethical standards, would be considered malicious, immoral, or even evil. This provocative course will challenge our understanding of morality through the lens of non-human behaviors. Throughout this course, you will uncover the ecological and evolutionary underpinnings of seemingly malevolent behaviors, including predatory play, surplus killing, infanticide and siblicide, traumatic insemination, sexual coercion, sexual cannibalism, brood raiding, brood parasitism, host manipulation, resource hoarding, chemical warfare, inter-colony elimination, and unprovoked lethal violence. We will examine the implications of applying anthropocentric ethical standards to the interpretation of animal behaviors, fostering a nuanced understanding of nature’s diversity. This course is designed for students who are eager to engage with the complexities of animal behavior from a critical and evolutionary perspective. Participants will gain a deep appreciation for the intricacies of the animal world and the ability to critically assess the anthropomorphism of animal actions. Prepare to challenge your perceptions and sensibilities as we explore the darker side of nature in a course that will be as controversial as it is captivating.

</div>",Blake Jones,2000-level,,Fully in-person,2,24,"1) Learn the fundamental biological mechanisms underlying ethology and animal behavior.
2) Understand the role of natural and sexual selection in the evolution of behavior.
3) Learn how anthropomorphism and androcentrism can influence biological research.
4) Learn to understand and synthesize primary scientific literature.
5) Develop written and oral communication skills.
",BIO2141.01,publish,1st seven weeks,,M/Th 10:00AM - 11:50AM,,,
24300,The Songwriter's Guitar,,"Self-taught guitar playing often begins with the recognition of simple patterns, evolving into complexity. These patterns, while helping us gain familiarity, can eventually become a constrictive box, requiring new material to refresh the old. How do we make a song more effective through focusing on guitar, how can we make a song find its destination? This course develops each student’s guitar practice in tandem with songwriting, while challenging players to hear all notes, chords, rhythms, and breaks as viable. Each student will write one “long song“ that pushes their playing outside their comfort zone and into a more dynamic relationship with their instrument. An emphasis will be put on listening skills, with a soft focus on music theory as well.","Omeed Goodarzi, MFA Teaching Fellow",4000-level,,Fully in-person,2,12,"Learning Outcomes:
• students will practice and learn guitar, alongside a weekly songwriting practice
• learn to form small ensembles
• develop listening and improvising skills
",MIN4362.01,publish,Full-term,,,,F 4:10PM - 6:00PM,
22914,The Textual City,,"This course will chart the development of identity within the postcolonial Latin American city. The latter will be read both literally and as a guiding metaphor, as a reality ordered by ideas. We will use interdisciplinary theoretical models as discursive markers, selected from architecture, politics, philosophy, literature, and photography, in order to problematize urban design, the site of real dystopia, as the organizer of symbolic space, and vice versa. Spatio-cultural discussion will focus on the dominant narratives of public topography, most notably that of capitalism, and private, individualized responses to them. Advanced level.",Jonathan Pitcher,4000-level,,Fully in-person,4,10,"Objetivos cognitivos:

Entender, localizar, valorar y criticar el discurso urbano de cualquier país moderno
Establecer sus propias relaciones entre los materiales más allá de la manipulación excesiva del profesor
Interpretar la arquitectura, la política, la historia y las auto-representaciones de Argentina y aplicarlas en otros contextos
Conectar las narrativas y la sociedad	
Mejorar la sofisticación del español

Objetivos lingüísticos:

Hablar
Mejorar la gramática
Enriquecer el vocabulario
Perfeccionar el lenguaje histórico-político-literario
Elaborar la explicación, el discurso retórico, la composición
Desarrollar argumentos coherentes",SPA4805.01,publish,Full-term,,M/Th 1:40PM - 3:30PM,,,
23136,Thème et Version,,"In this course we will focus on translating from French into English as well as from English into French. We will work on developing a mindfulness about language use as well as a comparative eye focused on English and French’s stylistic and structural preferences. Grammar and lexical development will also be on offer and will highlight points where the two languages converge and diverge. Thematically, we will examine questions surrounding translating race/class and gender as we focus on translation as a form of cultural mediation. Introduction to translating film through subtitles and, if time permits, an introduction to interpretation. Workshops will allow us to share our work and develop new strategies. Advanced level.",Stephen Shapiro,4000-level,Pariticipation in CSL language series and attendance at French table (1 session),Fully in-person,4,16,"Perfecting language proficiency
developing a comparative understanding of grammar and stylistics
Examining questions of race, class, and gender as they intersect with translation and cultural mediation",FRE4810.01,publish,Full-term,,M 3:40PM - 5:30PM & W 4:10PM - 6:00PM,,,
23676,Theory of Impressionism,,"This seminar will look at works by Claude Debussy and Maurice Ravel, as well as by Erik Satie, Les Six, Tailleferre, Boulanger, and diverse U.S. composers at the turn of the 20th century. We will start by looking at Debussy’s Preludes as a microcosm of his harmonic style, and then analyze major orchestral works. Ravel’s Tombeau de Couperin, String Quartet, and select songs will also be analyzed. Students will be expected to write analyses of short works, and to contextualize the innovations of these composers within the complex literary and visual styles of fin-de-siècle France. This course will have special assignments for those who wish to explore advanced harmonic analyses of these works. Students must be able to read notation fluently.",Nicholas Brooke,4000-level,,Fully in-person,2,12,"To learn about a historical style and its multidisciplinary contexts.
To be able to read and analyze the music of composers.
To understand the harmonic underpinnings of a stylistic group, and be able to identify and analyze specific chords and scales. 
To understand these composers and their influence on other styles such as jazz and film music.",MTH4112.01,publish,Full-term,,,,W 4:10PM - 6:00PM,
24276,Thesis Forms: Thinking Partners 1,,"A synthesis of the program's coursework, Thesis Forms:  Thinking Partner is taken across two terms.

Students propose, plan, discuss and develop a (research) thesis project.  They choose a thinking partner to work alongside for the term. With the graduate school model, the thinking partner will expect the student to take action rather than wait to be told what to do.

The thesis project is two-part: an artist's book that includes both written and visual materials (across two terms) and a public sharing (research as action). The artist's book serves as the lasting record of work, process, research and ideas.  The criteria for the writing will vary by student.  The variety of approaches to the research reflects the variety of interests and intentions among the cohorts.  The Research as Action approaches are broad and interweaving with considerations of audiences and purposes.

&nbsp;

&nbsp;

&nbsp;",Donna Faye Burchfield,5000-level (Graduate),,Hybrid,2,15,"Students will archive, document, collect and share their research, practice, and creative projects in a multitude of ways.

Students will develop innovative and experimental ways to language dance both verbally and in writing.
",DAN5423B.01,publish,Full-term,,,,,
24270,Thesis Practice (Research as Action),,"<span style=""font-weight: 400;"">Students work to develop definitions, resources and methodologies to support varied approaches to thesis practices to include research into practice, performance as research, practice into research, practice-based research, bibliography as method, citational fieldings and research as action.  The course guides students through reflective, critical processes during one-on-one, small and large group course formats.  Students will find innovative ways to share their processes with classmates throughout the course.</span>

<span style=""font-weight: 400;""> </span>",Niall Jones,5000-level (Graduate),,Fully remote,2,12,,DAN5424B.01,publish,Full-term,,,,,
